"NR"	"Country"	"Gender"	"Age"	"LiveArea"	"Car"	"Bedroom"	"Travel"	"Computer"	"Wealth"	"ZPop"	"ZLike"	"SE"	"DASS"	"Depress"	"Anxiety"	"Stress"	"PopSelf"	"LikeSelf"	"Tobacco1"	"Tobacco2"	"Tobacco3"	"Tobacco4"	"Tobacco5"	"Alcohol1"	"Alcohol2"	"Alcohol3"	"Alcohol4"	"Drugs1"	"Drugs2"	"Drugs3"	"Drugs4"	"Sex1"	"Sex2"	"Sex3"	"Sex4"	"Sex5"	"Sex7"	"Sex8"	"Aggro1"	"Aggro2"	"Zfriend"	"Zattrac"	"Zcheers"	"Zhelpful"	"Zsports"	"Zwell"	"Znice"	"Zleader"	"Ztough"	"Zexclude"	"Zbullies"	"Zgossips"	"Zmean"	"ZSex3"	"ZSex4"	"ZTob3"	"ZTob4"	"ZAlc3"	"ZAlc4"	"ZMar1"	"AvrSex"	"AvrTob"	"AvrAlc"	"risksum"
"81"	30	"Austria"	"Male"	17	"Urban"	"One"	"Yes"	"Not at all"	"More than two"	"Average"	-0.64736419364121	0.297947185164295	3.9	1.04761904761905	1	1.14285714285714	1	"3"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"13 or 14 years old"	"0 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.241679254455652	-0.821551668610678	-0.81144435086435	-0.243800431443776	-0.266810656848265	1.65827685989395	-0.576056243799076	-0.17939172866304	-0.31636247433648	-0.811844140885989	-0.708604361645309	-0.54870059202587	0.0542051340300697	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-1.53335290625397	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-1.25963867407657	-2.99494803425902
"82"	1	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"Two"	"Average"	-0.200941888137767	0.929452056304924	2.9	1.61904761904762	1.28571428571429	1.57142857142857	2	"2"	"4"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.556961569023957	-0.525262697039206	0.182170409035952	-0.586950419261769	-0.794237533862234	-0.382393785854922	-1.19788960396615	-0.472573217396284	-0.603780614340102	-0.0321221421724566	-0.495073771488337	9.21990038246667e-17	-0.470100494722268	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"83"	1	NA	"Female"	15	"Small town"	"No"	"Yes"	"Twice"	"Two"	"Average"	0.334457730806278	1.38719544726138	2.7	1.38095238095238	1.14285714285714	1.71428571428571	1.28571428571429	"5"	"Almost everybody"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	4	1	"1 person"	0	"No"	0	"0 times"	"0 times"	1.20604537831105	0.64724313602487	1.50034330305048	1.40512056067344	-0.444561400433007	1.54280513234886	1.7787723405383	0.582654314794151	0.706867898595869	-0.823457462034817	-0.70531347338159	-0.594467182033689	-0.71366079439908	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.856230383295095	-1.39281808579923
"84"	3	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Average"	0.596498766012546	0.368951583309331	2.6	1.80952380952381	1.85714285714286	1.28571428571429	2.28571428571429	"3"	"4"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.249672427493498	1.95097573185991	1.06499623744095	0.234780167704707	-0.0690641333793247	0.437021469548482	0.414654093680589	-0.472573217396284	1.05005324233061	-0.36940463498325	-0.198029508595335	-0.4152273992687	-0.470100494722268	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"85"	4	"Austria"	"Male"	18	"Suburban"	"One"	"Yes"	"Not at all"	"More than two"	"Average"	-0.33201132554231	-0.975713254111639	3.9	1.04761904761905	1	1	1.14285714285714	"4"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"Yes"	1	1	"1 person"	0	"Yes"	1	"0 times"	"0 times"	-0.476828013819628	-0.601271708186267	0.0989456267629898	-0.0359584143615801	1.11173431746016	-0.217221217024665	-0.894293291221107	-0.545557493508617	-0.58404550758445	0.0234678302423121	-0.500195448841752	-0.157740056045561	-0.624798484598986	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.856230383295095	-1.39281808579923
"86"	6	NA	"Female"	16	"Small town"	"One"	"Yes"	"Not at all"	"One"	"Not very well off"	1.7975169668119	1.34981385458712	2.1	2.71428571428571	2.71428571428571	2	3.42857142857143	"2"	"5"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"2 or 3 times"	"0 times"	1.60506013967939	0.666666666666667	2.98928096409682	2.41883159162781	-0.346326240577313	-0.438357003759605	2.43535514390668	3.24434431190598	0.333848930444794	0.170647470285191	-0.517808705018716	0.638921841678003	-0.711321306412566	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"87"	6	"Austria"	"Female"	16	"Urban"	"One"	"Yes"	"Once"	"Two"	"Quite well off"	-1.0079772324115	0.421062581686671	3.3	1.23809523809524	1	1.14285714285714	1.57142857142857	"3"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.226355360255966	-0.594766854829071	0.50527381050039	1.12942524080633	-0.691682300779461	0.23939715531829	1.62700846969704	-0.562618405661395	-0.607519188290853	0.612079364400858	-0.670531433342819	-0.428839810736677	-0.340573551815335	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"88"	7	NA	"Male"	17	"Suburban"	"One"	"Yes"	"Twice"	"One"	"Average"	-2.75646004295555	-1.20201028911621	3	1.47619047619048	1.85714285714286	1.28571428571429	1.28571428571429	"4"	"5"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.0603643353185779	-0.704882918973697	-0.536190264738181	0.0764427624759816	-0.697009540709631	-0.58920236463227	-0.676543747873018	-0.560036622722685	-1.08962685788292	-0.510255673188357	-0.504210485256124	-0.747022541075628	-0.573211504221111	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"89"	10	NA	"Female"	15	"Rural"	"Two or more"	"Yes"	"Once"	"More than two"	"Not very well off"	0.310150258586751	0.396012595609125	3	1.80952380952381	1.57142857142857	1.42857142857143	2.42857142857143	"Almost nobody"	"3"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.603022689155527	-0.211598717546592	0.010793836712593	0.290714598760021	0.194495612689441	-0.0484288606566907	0.415046879458936	0.334486736270716	-0.0862034022677889	-0.274485820678272	-0.70531347338159	-0.826208625877331	-0.308371948197133	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"90"	10	"Austria"	"Female"	17	"Urban"	"One"	"Yes"	"More than twice"	"More than two"	"Very well off"	-0.654369714393464	-0.85834892814234	2.9	1.33333333333333	1.28571428571429	1.42857142857143	1.28571428571429	"4"	"5"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	2	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.966717017822607	-0.617861172260923	-0.594093185454257	-0.715672234238182	-0.695613498211548	-0.32034893884315	-0.826515480233457	-0.495965367480168	-0.667876334710347	0.811844140885989	-0.708604361645309	0.459116821899198	-0.758871876420977	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"91"	11	"Austria"	"Female"	16	"Suburban"	"One"	"No"	"Twice"	"More than two"	"Quite well off"	-0.30086279460408	0.855510212298237	2.9	1.42857142857143	1.28571428571429	1.28571428571429	1.71428571428571	"3"	"6"	"Yes"	"11 or 12 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	2	1	"1 person"	0	"Yes"	2	"0 times"	"0 times"	0.127634025824351	1.96396578361395	-0.0436544814804208	0.198231094479405	0.246138564999686	0.0840154871620225	1.19409453834766	-0.730881682755857	-0.643382052644153	-0.673465573050457	-0.636458650866879	-0.0550315145657172	-0.630934497574943	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.856230383295095	-1.39281808579923
"92"	12	"Austria"	"Female"	16	"Suburban"	"One"	"Yes"	"Once"	"Two"	"Average"	-1.66504841518833	-0.364819122124718	2.9	2.0952380952381	1.57142857142857	1.71428571428571	3	"Almost nobody"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"13 or 14 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-1.32923589950608	-0.617861172260923	-0.594093185454257	-0.715672234238182	-0.55267921775712	-0.603009767234165	-0.826515480233457	-0.495965367480168	-0.31636247433648	0	-0.708604361645309	-0.884639730000892	-0.758871876420977	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"93"	17	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Average"	-0.379618162142368	0.368951583309331	2.9	1.66666666666667	1.85714285714286	1.57142857142857	1.57142857142857	"4"	"Almost everybody"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.249672427493498	-0.75037528148458	-0.700655419369045	-0.0391300279507847	-0.794237533862234	1.42031977603257	-0.8753808644368	-0.472573217396284	-0.879419590451888	-0.706687127794044	-0.495073771488337	-0.8304547985374	-0.470100494722268	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"94"	19	NA	"Male"	15	"Small town"	"One"	"Yes"	"Twice"	"More than two"	"Average"	-1.89801310222116	-1.60401590376817	2	3	3	2.85714285714286	3.14285714285714	"Almost nobody"	"Almost nobody"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-1.59779414073439	-0.774402618493893	-1.13241696278947	-0.466045501202768	-0.871672924238553	0.356549823871046	-0.410851362730608	-0.182073295492521	-1.22027350698554	0.347484304127405	-0.617858659982248	-0.48	-0.317887765695611	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"95"	21	"Austria"	"Female"	17	"Rural"	"Two or more"	"Yes"	"Once"	"More than two"	"Very well off"	-0.309040410824984	0.308119733841835	3.6	1.47619047619048	1.57142857142857	1.28571428571429	1.57142857142857	"3"	"Almost everybody"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	NA	"No"	0	0	"Not during the past 3 months"	NA	NA	NA	"0 times"	"0 times"	-0.92771328866697	-0.509146938866653	0.147954340116456	0.227702541529662	-0.424346309472036	0.880425377401065	0.309616383285534	-0.479736642934617	-0.110261335034391	-0.655098352658453	-0.589515903497709	-0.777683319638381	-0.728306957485129	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"96"	24	NA	"Male"	16	NA	"Two or more"	"Yes"	"Twice"	"More than two"	"Average"	-0.306392875574089	0.0730519211893236	3	1.28571428571429	1.14285714285714	1.57142857142857	1.14285714285714	"2"	"6"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"13 or 14 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.301821676592891	-0.704882918973697	-0.536190264738181	-0.382213812379908	1.42048779815507	-0.58920236463227	-1.18395155877778	-0.560036622722685	0.0990569870802649	-0.510255673188357	-0.504210485256124	-0.262467379296842	-0.286605752110555	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"97"	26	"Austria"	"Female"	17	"Urban"	"One"	"Yes"	"Once"	"More than two"	"Quite well off"	-0.174005608114003	1.82842118788107	3	1.14285714285714	1.28571428571429	1	1.14285714285714	"4"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	1.58448752179176	-0.0897761290308031	1.56282364643144	3.24709756731821	-0.691682300779461	1.75137918890749	2.29564208738076	-0.377139810388408	-0.607519188290853	-0.748097000934383	-0.670531433342819	-0.658575423631325	-0.670160860023724	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"98"	28	"Austria"	"Male"	16	"Urban"	"One"	"Yes"	"Once"	"More than two"	"Quite well off"	-0.400414758729637	-0.238924392932234	3	1.28571428571429	1.14285714285714	1	1.71428571428571	"4"	"4"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"2 or 3 times"	"0 times"	-1.33625636970646	-0.778460947081868	-0.780335751144619	-0.904099602579567	0.833108023767835	0.776271474805949	0.0161876588792504	-0.57641039128353	-0.768004237276446	-0.710174503968536	-0.427220648514889	-0.708604361645309	-0.796032525399477	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.856230383295095	-2.59153974347754
"99"	9	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Very well off"	-1.56999032789571	-2.33335071466778	3	1.52380952380952	1.28571428571429	1.28571428571429	2	"2"	"4"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.933174499813601	-0.666666666666667	-0.813409786148793	0.691094740465088	-0.766865246992622	2.48924155706347	-0.903438198546028	-0.533316873190023	-0.612056372482123	0.750848869254839	1.36849443469232	-0.266217434032501	0.865956373023994	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"100"	11	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Quite well off"	0.596498766012546	0.929452056304924	3.1	2.04761904761905	1.71428571428571	2.14285714285714	2.28571428571429	"6"	"5"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.153644570765229	0.150075056296916	1.94782206584595	0.782600559015692	-0.794237533862234	1.0925536738712	1.05967157273928	2.66133338217907	-0.603780614340102	-0.706687127794044	0.0990147542976674	0.4152273992687	-0.470100494722268	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"101"	14	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Average"	-1.6699149905032	-2.00793196415303	3	2	2.14285714285714	2	1.85714285714286	"2"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-1.59779414073439	-0.774402618493893	-0.387405803059554	-0.466045501202768	-0.871672924238553	0.356549823871046	-0.410851362730608	-0.595876239793705	-1.22027350698554	0.347484304127405	-0.617858659982248	0.72	0.0794719414239025	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"102"	19	NA	"Male"	16	"Urban"	"One"	"Yes"	"Not at all"	"More than two"	"Average"	-0.0263662656467338	0.22378370277919	3	2.33333333333333	2	2.28571428571429	2.71428571428571	"6"	"6"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"13 or 14 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"1 time"	"0 times"	-0.301511344577764	-1.07044057111805	-0.237464407677055	0.0678334063773382	-0.444561400433007	1.0654349344472	-0.130443304972808	2.07165978593476	-0.482739052699618	-0.274485820678272	-0.278413213176943	-0.362725738190048	-0.308371948197133	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.452822092513618	-2.18813145269607
"103"	20	NA	"Male"	16	"Rural"	"Two or more"	"Yes"	"More than twice"	"More than two"	"Quite well off"	2.45279190644968	0.725056541595157	3.3	1.38095238095238	1.14285714285714	1.42857142857143	1.57142857142857	"6"	"6"	"Yes"	"9 or 10 years old"	"1 or 2 days"	"Less than 1"	0	"10 to 19 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.153644570765229	1.95097573185991	0.77072096130595	0.5086903633602	3.31507840220759	0.764787571709843	0.092145354151242	1.61669784898729	2.97952607511311	1.31700782907072	0.39605901719067	0.8304547985374	1.17525123680567	-0.601262712649585	-0.628169316451447	-0.00937674752004937	0.0759563670743256	0.0802802568719356	-0.985924441899172	-0.541969755678248	-0.614716014550516	0.0332898097771381	-0.452822092513618	-1.57621805296524
"104"	21	"Austria"	"Male"	17	"Urban"	"One"	"Yes"	"Not at all"	"More than two"	"Quite well off"	1.42081537988939	-0.124389159056454	3.2	1.19047619047619	1.14285714285714	1.28571428571429	1.14285714285714	"3"	"4"	"Yes"	"9 or 10 years old"	"1 or 2 days"	"Less than 1"	0	"10 to 19 days"	"9 or 10 years old"	"3 to 5 days"	"0 days"	"3 to 9 times"	"8 years old or younger"	"1 or 2 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.113530479480863	0.124792241321678	-0.252861046172085	-0.419514834218433	-0.0266816236190438	0.168949835463628	-0.894293291221107	-0.0861406568697816	0.246596992091212	0.774438397996299	1.38289329973896	0.760020270037702	0.574814605831067	-0.601262712649585	-0.628169316451447	-0.00937674752004937	0.0759563670743256	0.0802802568719356	-0.985924441899172	0.881137925360765	-0.614716014550516	0.0332898097771381	-0.452822092513618	-0.153110371926232
"105"	16	"Austria"	"Female"	16	"Suburban"	"Two or more"	"Yes"	"Twice"	"More than two"	"Very well off"	-0.174005608114003	0.000604319359746663	3.4	1	1	1	1	"4"	"5"	"No"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"6 to 9 days"	"0 days"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-0.226355360255965	-0.426436612896315	-0.552276025430659	-0.988247085705543	0.55646621190528	-0.89458936987361	-1.38184280987968	-0.562618405661395	-0.607519188290853	-0.748097000934383	-0.670531433342819	-0.888311036525973	-0.670160860023724	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	0.887096838434889	-0.985924441899172	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.0494138017321417	-1.78472316191459
"106"	8	NA	"Male"	15	"Rural"	"Two or more"	"Yes"	"Twice"	"Two"	"Average"	-1.57917290081733	0.200644127796715	2.7	1.61904761904762	1.57142857142857	1.14285714285714	2.14285714285714	"4"	"5"	"Yes"	"11 or 12 years old"	"0 days"	"Less than 1"	0	"10 to 19 days"	"13 or 14 years old"	"0 days"	"1 day"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	-1.19912280795844	-0.94404005165825	-0.619766892086776	-0.533386195254933	-0.930260509419063	0.294076617229537	-1.07956538674658	-0.49558371532774	-0.590761112259495	0.095672974646988	-0.336364583580816	-0.448255678266495	-0.779863535820802	-0.601262712649585	-0.628169316451447	-0.547869962242889	0.0759563670743256	-1.53335290625397	-0.28268983997817	-0.541969755678248	-0.614716014550516	-0.235956797584282	-0.90802137311607	-2.30066394092912
"107"	1	"Austria"	"Male"	18	"Rural"	"One"	"Yes"	"Twice"	"More than two"	"Quite well off"	0.72185095722827	-0.585793173052245	3.6	1.04761904761905	1	1	1.14285714285714	"4"	"5"	"Yes"	"8 years old or younger"	"0 days"	"I did not smoke"	1	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"1 day"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	1	2	"1 person"	1	"Yes"	4	"0 times"	"0 times"	-0.767502905658819	-0.900115929113136	-0.994830283054603	-0.613410700126481	0.97182531580755	1.24345722855082	-1.14584036555998	-0.843780665792842	2.11297100421337	0.636209010280352	0.269535846687547	-0.123421938529559	0.782373643378649	0.981213742792972	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.28268983997817	-0.541969755678248	0.979624756988435	-0.578623589953683	-0.504613082334594	-0.645581670978089
"108"	8	NA	"Female"	16	"Small town"	"One"	"Yes"	"Once"	"More than two"	"Average"	-0.0706276352857942	0.928573995563457	2.3	2.14285714285714	2	1.71428571428571	2.71428571428571	"2"	"4"	"Yes"	"never"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"1 or 2 days"	"1 day"	"0 times"	"never"	"0 times"	"0 times"	"No"	0	0	"Not during the past 3 months"	NA	"No"	0	"0 times"	"0 times"	0.653222149869521	0.333333333333333	-0.467710627035556	0.691094740465088	-0.766865246992622	-0.704502327470793	0.432079138435057	-0.533316873190023	-0.612056372482123	-0.989755327654105	-0.517808705018716	-0.266217434032501	-0.711321306412566	-0.601262712649585	-0.628169316451447	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.28268983997817	-0.541969755678248	-0.614716014550516	-0.578623589953683	-0.504613082334594	-2.23992244251704
"109"	14	NA	"Female"	15	"Rural"	"Two or more"	"Yes"	"Not at all"	"More than two"	"Average"	0.454732396290616	-0.767399148873069	2.7	1.61904761904762	1.85714285714286	1.14285714285714	1.85714285714286	"4"	"6"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"9 or 10 years old"	"1 or 2 days"	"1 day"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	3	1	"1 person"	0	"No"	0	"0 times"	"0 times"	-1.20604537831105	-0.211598717546592	-0.73398089645635	-1.04657255553608	1.79213814549556	-0.525799058558357	-0.403188397188681	-0.161848420776153	-1.27581035356327	0	-0.70531347338159	-0.130984294346406	-0.511016371298107	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.28268983997817	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.504613082334594	-1.04120078483873
"110"	16	NA	"Female"	16	"Rural"	"Two or more"	"Yes"	"Twice"	"More than two"	"Quite well off"	1.21526314615826	0.0128466250235057	3	1.33333333333333	1	1	2	"6"	"Almost everybody"	"Yes"	"9 or 10 years old"	"0 days"	"I did not smoke"	0	"10 to 19 days"	"11 or 12 years old"	"1 or 2 days"	"1 day"	"0 times"	"never"	"0 times"	"0 times"	"Yes"	3	1	"1 person"	0	"No"	0	"0 times"	"0 times"	-0.249672427493498	1.72586314741453	-0.112104867099047	-0.586950419261769	0.897833733931222	-0.874042939096964	0.414654093680589	-0.211414334098338	1.60133119455419	-0.0321221421724566	-0.495073771488337	0.4152273992687	-0.235050247361134	0.189975515071693	0.978035771183899	-0.547869962242889	-0.609377217664477	-0.726536324691018	-0.28268983997817	-0.541969755678248	0.584005643127796	-0.578623589953683	-0.504613082334594	-1.04120078483873
